"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1384.3","","","","1"
"2020-04","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1134.4","","","","1"
"2020-05","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1304.1","","","","1"
"2020-06","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1459.1","","","","1"
"2020-07","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1484.3","","","","1"
"2020-08","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1510.1","","","","1"
"2020-09","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1507.7","","","","1"
"2020-10","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1488.5","","","","1"
"2020-11","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1463.0","","","","1"
"2020-12","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1420.1","","","","1"
"2021-01","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1357.6","","","","1"
"2021-02","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1357.4","","","","1"
"2021-03","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1376.8","","","","1"
"2021-04","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1417.0","","","","1"
"2021-05","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1468.0","","","","1"
"2021-06","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1494.2","","","","1"
"2021-07","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1543.8","","","","1"
"2021-08","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1548.2","","","","1"
"2021-09","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1528.3","","","","1"
"2021-10","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1509.4","","","","1"
"2021-11","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1485.7","","","","1"
"2021-12","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1446.4","","","","1"
"2022-01","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1389.0","","","","1"
"2022-02","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1436.6","","","","1"
"2022-03","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1454.7","","","","1"
"2022-04","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1490.0","","","","1"
"2022-05","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1576.2","","","","1"
"2022-06","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1610.7","","","","1"
"2022-07","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1652.9","","","","1"
"2022-08","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1640.8","","","","1"
"2022-09","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1611.2","","","","1"
"2022-10","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1619.1","","","","1"
"2022-11","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1586.8","","","","1"
"2022-12","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1563.8","","","","1"
"2023-01","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1511.6","","","","1"
"2023-02","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1519.4","","","","1"
"2023-03","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1523.3","","","","1"
"2023-04","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1561.6","","","","1"
"2023-05","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1640.1","","","","1"
"2023-06","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1660.5","","","","1"
"2023-07","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1652.1","","","","1"
"2023-08","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1673.2","","","","1"
"2023-09","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1629.7","","","","1"
"2023-10","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1640.1","","","","1"
"2023-11","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1629.5","","","","1"
"2023-12","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1571.3","","","","1"
"2024-01","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1491.0","","","","1"
"2024-02","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1524.6","","","","1"
"2024-03","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1554.7","","","","1"
"2024-04","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1580.5","","","","1"
"2024-05","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1610.2","","","","1"
"2024-06","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1627.9","","","","1"
"2024-07","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1673.3","","","","1"
"2024-08","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1676.3","","","","1"
"2024-09","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1655.6","","","","1"
"2024-10","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1657.2","","","","1"
"2024-11","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1637.9","","","","1"
"2024-12","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1598.6","","","","1"
"2019-01","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1734.1","","","","1"
"2019-02","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1725.5","","","","1"
"2019-03","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1722.9","","","","1"
"2019-04","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1751.5","","","","1"
"2019-05","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1800.9","","","","1"
"2019-06","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1805.1","","","","1"
"2019-07","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1804.5","","","","1"
"2019-08","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1806.4","","","","1"
"2019-09","Canada","2021A000011124","Employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710142","1.2.10.1.1","1766.5","","","","1"
